AAPL (APPLE INC),186.80,-5.43,
Nov 14 2018 @ 19:12 ET,Bid,186.93,Ask,187.14,Size,1x1,Vol,60747714,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
2019 Jun 21 200.00 (AAPL1921F200-S),12.00,-2.60,11.50,14.55,34,8462,2019 Jun 21 200.00 (AAPL1921R200-S),22.45,+2.60,21.00,25.25,16,9069,
2019 Jun 21 200.00 (AAPL1921F200-X),12.72,-1.88,9.95,12.50,55,8462,2019 Jun 21 200.00 (AAPL1921R200-X),22.81,+3.31,21.00,25.15,65,9069,
2019 Jun 21 200.00 (AAPL1921F200-Y),12.15,-2.65,10.00,16.95,24,8462,2019 Jun 21 200.00 (AAPL1921R200-Y),17.05,0.0,20.00,26.90,0,9069,
2019 Jun 21 205.00 (AAPL1921F205),10.45,-2.28,10.15,10.65,167,2401,2019 Jun 21 205.00 (AAPL1921R205),26.15,+3.50,26.30,26.85,49,2892,
2019 Jun 21 205.00 (AAPL1921F205-3),11.56,-2.64,8.35,13.35,1,2401,2019 Jun 21 205.00 (AAPL1921R205-3),21.35,0.0,23.50,29.50,0,2892,
2019 Jun 21 205.00 (AAPL1921F205-4),11.22,-9.06,8.35,12.90,1,2401,2019 Jun 21 205.00 (AAPL1921R205-4),26.15,+4.65,24.10,28.70,10,2892,
2019 Jun 21 205.00 (AAPL1921F205-8),11.20,-2.31,8.15,12.90,50,2401,2019 Jun 21 205.00 (AAPL1921R205-8),25.25,+10.50,24.10,28.70,5,2892,
2019 Jun 21 205.00 (AAPL1921F205-A),14.20,0.0,9.55,11.65,0,2401,2019 Jun 21 205.00 (AAPL1921R205-A),26.55,+3.75,24.10,28.45,1,2892,
2019 Jun 21 205.00 (AAPL1921F205-B),12.80,-2.50,8.35,12.75,2,2401,2019 Jun 21 205.00 (AAPL1921R205-B),20.25,0.0,24.30,28.70, ,2892,
2019 Jun 21 205.00 (AAPL1921F205-E),10.65,-2.08,8.30,13.70,10,2401,2019 Jun 21 205.00 (AAPL1921R205-E),25.64,+3.69,21.65,30.95,10,2892,
2019 Jun 21 205.00 (AAPL1921F205-I),10.45,-2.35,10.00,10.75,27,2401,2019 Jun 21 205.00 (AAPL1921R205-I),25.50,+3.10,23.10,29.10,1,2892,
2019 Jun 21 205.00 (AAPL1921F205-J),10.50,0.0,8.15,13.15, ,2401,2019 Jun 21 205.00 (AAPL1921R205-J),15.70,0.0,23.70,28.70, ,2892,
2019 Jun 21 205.00 (AAPL1921F205-K),12.00,+6.30,8.15,13.15,1,2401,2019 Jun 21 205.00 (AAPL1921R205-K),11.60,0.0,23.70,28.70, ,2892,
2019 Jun 21 205.00 (AAPL1921F205-O),10.65,-2.35,10.15,12.50,18,2401,2019 Jun 21 205.00 (AAPL1921R205-O),26.60,+4.00,24.20,28.70,1,2892,
2019 Jun 21 205.00 (AAPL1921F205-OG),10.85,-2.15,8.15,12.95,14,2401,2019 Jun 21 205.00 (AAPL1921R205-OG),26.35,+3.55,23.70,26.90,9,2892,
2019 Jun 21 205.00 (AAPL1921F205-P),10.45,-2.85,10.10,10.65,13,2401,2019 Jun 21 205.00 (AAPL1921R205-P),22.85,-0.35,26.30,26.85,2,2892,
2019 Jun 21 205.00 (AAPL1921F205-S),13.00,0.0,8.15,10.75, ,2401,2019 Jun 21 205.00 (AAPL1921R205-S),21.90,0.0,24.15,28.70, ,2892,
2019 Jun 21 205.00 (AAPL1921F205-X),10.50,-2.70,8.15,12.05,30,2401,2019 Jun 21 205.00 (AAPL1921R205-X),25.39,+2.74,24.20,28.70,10,2892,
2019 Jun 21 205.00 (AAPL1921F205-Y),29.90,0.0,6.00,10.75,0,2401,2019 Jun 21 205.00 (AAPL1921R205-Y),17.25,0.0,23.10,29.10,0,2892,
2019 Jun 21 210.00 (AAPL1921F210),8.90,-1.95,8.55,9.05,378,5931,2019 Jun 21 210.00 (AAPL1921R210),29.40,+3.11,29.70,30.35,38,4112,
2019 Jun 21 210.00 (AAPL1921F210-3),8.90,-2.38,6.70,11.70,5,5931,2019 Jun 21 210.00 (AAPL1921R210-3),25.28,0.0,27.35,33.35,0,4112,
2019 Jun 21 210.00 (AAPL1921F210-4),9.00,-2.16,6.70,10.45,53,5931,2019 Jun 21 210.00 (AAPL1921R210-4),30.23,+8.16,27.60,32.10,5,4112,
2019 Jun 21 210.00 (AAPL1921F210-8),9.15,-3.10,6.55,11.05,7,5931,2019 Jun 21 210.00 (AAPL1921R210-8),29.30,+5.05,27.55,32.10,10,4112,
2019 Jun 21 210.00 (AAPL1921F210-A),11.38,-0.27,7.60,10.10,5,5931,2019 Jun 21 210.00 (AAPL1921R210-A),29.65,+4.65,28.80,30.35,2,4112,
2019 Jun 21 210.00 (AAPL1921F210-B),8.90,-2.20,6.70,11.25,22,5931,2019 Jun 21 210.00 (AAPL1921R210-B),25.50,0.0,27.70,32.10, ,4112,
2019 Jun 21 210.00 (AAPL1921F210-E),8.74,-2.40,4.40,10.45,98,5931,2019 Jun 21 210.00 (AAPL1921R210-E),29.34,+4.74,25.40,34.30,8,4112,
2019 Jun 21 210.00 (AAPL1921F210-I),9.35,-1.80,8.00,11.00,15,5931,2019 Jun 21 210.00 (AAPL1921R210-I),24.80,-1.49,27.00,32.55,1,4112,
2019 Jun 21 210.00 (AAPL1921F210-J),9.55,-3.55,6.55,11.55,1,5931,2019 Jun 21 210.00 (AAPL1921R210-J),15.35,0.0,27.10,32.10, ,4112,
2019 Jun 21 210.00 (AAPL1921F210-K),18.50,0.0,6.55,11.55, ,5931,2019 Jun 21 210.00 (AAPL1921R210-K),15.35,0.0,27.10,32.10, ,4112,
2019 Jun 21 210.00 (AAPL1921F210-O),9.40,-1.45,6.55,11.30,21,5931,2019 Jun 21 210.00 (AAPL1921R210-O),29.80,+4.15,27.60,32.10,11,4112,
2019 Jun 21 210.00 (AAPL1921F210-OG),9.10,-2.05,6.55,11.35,16,5931,2019 Jun 21 210.00 (AAPL1921R210-OG),24.10,0.0,27.10,30.35,0,4112,
2019 Jun 21 210.00 (AAPL1921F210-P),8.90,-2.80,8.55,9.05,14,5931,2019 Jun 21 210.00 (AAPL1921R210-P),25.65,0.0,29.70,30.35,0,4112,
2019 Jun 21 210.00 (AAPL1921F210-S),9.05,-1.95,8.50,9.60,2,5931,2019 Jun 21 210.00 (AAPL1921R210-S),29.40,+4.35,27.55,32.10,1,4112,
2019 Jun 21 210.00 (AAPL1921F210-X),9.40,-2.10,6.55,11.25,119,5931,2019 Jun 21 210.00 (AAPL1921R210-X),25.50,0.0,27.60,32.10, ,4112,
2019 Jun 21 210.00 (AAPL1921F210-Y),11.60,0.0,4.35,13.40,0,5931,2019 Jun 21 210.00 (AAPL1921R210-Y),15.30,0.0,27.00,32.55,0,4112,
2019 Jun 21 215.00 (AAPL1921F215),7.55,-1.85,7.30,7.65,96,3857,2019 Jun 21 215.00 (AAPL1921R215),32.25,+5.03,33.30,34.00,20,2634,
2019 Jun 21 215.00 (AAPL1921F215-3),9.80,-0.25,5.30,10.30,1,3857,2019 Jun 21 215.00 (AAPL1921R215-3),22.10,0.0,30.60,36.60,0,2634,
2019 Jun 21 215.00 (AAPL1921F215-4),7.54,-1.96,5.45,10.15,3,3857,2019 Jun 21 215.00 (AAPL1921R215-4),24.95,0.0,31.10,35.70,0,2634,
2019 Jun 21 215.00 (AAPL1921F215-8),7.70,-2.02,5.25,10.00,3,3857,2019 Jun 21 215.00 (AAPL1921R215-8),26.75,0.0,31.15,35.70, ,2634,
2019 Jun 21 215.00 (AAPL1921F215-A),9.60,0.0,6.20,8.70,0,3857,2019 Jun 21 215.00 (AAPL1921R215-A),33.25,+11.64,31.15,34.00,4,2634,
2019 Jun 21 215.00 (AAPL1921F215-B),7.75,-2.40,5.30,9.85,2,3857,2019 Jun 21 215.00 (AAPL1921R215-B),27.20,0.0,31.35,35.70, ,2634,
2019 Jun 21 215.00 (AAPL1921F215-E),7.80,-1.85,5.45,12.30,5,3857,2019 Jun 21 215.00 (AAPL1921R215-E),33.00,+5.78,28.70,37.85,2,2634,
2019 Jun 21 215.00 (AAPL1921F215-I),7.55,-1.85,7.30,10.80,30,3857,2019 Jun 21 215.00 (AAPL1921R215-I),32.25,+9.75,30.65,36.65,1,2634,
2019 Jun 21 215.00 (AAPL1921F215-J),15.15,0.0,5.15,10.15, ,3857,2019 Jun 21 215.00 (AAPL1921R215-J),18.15,0.0,30.70,35.70, ,2634,
2019 Jun 21 215.00 (AAPL1921F215-K),10.60,0.0,5.15,10.15, ,3857,2019 Jun 21 215.00 (AAPL1921R215-K),0.0,0.0,30.70,35.70, ,2634,
2019 Jun 21 215.00 (AAPL1921F215-O),7.80,-1.60,5.15,9.95,10,3857,2019 Jun 21 215.00 (AAPL1921R215-O),33.61,+8.66,31.25,35.70,6,2634,
2019 Jun 21 215.00 (AAPL1921F215-OG),7.70,-1.95,5.15,9.85,11,3857,2019 Jun 21 215.00 (AAPL1921R215-OG),32.30,+12.90,30.70,34.00,1,2634,
2019 Jun 21 215.00 (AAPL1921F215-P),7.70,-2.00,7.30,7.65,7,3857,2019 Jun 21 215.00 (AAPL1921R215-P),33.15,+9.95,33.30,34.00,6,2634,
2019 Jun 21 215.00 (AAPL1921F215-S),7.60,-1.75,7.30,9.85,1,3857,2019 Jun 21 215.00 (AAPL1921R215-S),23.70,0.0,31.25,35.70, ,2634,
2019 Jun 21 215.00 (AAPL1921F215-X),7.90,-1.50,7.00,9.85,15,3857,2019 Jun 21 215.00 (AAPL1921R215-X),25.50,0.0,31.20,35.70, ,2634,
2019 Jun 21 215.00 (AAPL1921F215-Y),7.80,-4.80,7.30,12.10,8,3857,2019 Jun 21 215.00 (AAPL1921R215-Y),25.00,0.0,30.65,36.65,0,2634,
2019 Jun 21 220.00 (AAPL1921F220),6.30,-1.51,6.15,6.45,279,5809,2019 Jun 21 220.00 (AAPL1921R220),36.83,+3.63,37.25,37.80,30,3129,
2019 Jun 21 220.00 (AAPL1921F220-3),6.55,-1.97,4.10,9.10,4,5809,2019 Jun 21 220.00 (AAPL1921R220-3),29.80,0.0,34.35,40.35,0,3129,
2019 Jun 21 220.00 (AAPL1921F220-4),6.60,-1.20,4.10,7.80,1,5809,2019 Jun 21 220.00 (AAPL1921R220-4),34.73,+4.73,34.70,39.20,20,3129,
2019 Jun 21 220.00 (AAPL1921F220-8),6.60,-1.63,3.95,8.70,12,5809,2019 Jun 21 220.00 (AAPL1921R220-8),31.25,0.0,35.05,39.55, ,3129,
2019 Jun 21 220.00 (AAPL1921F220-A),6.35,-1.50,5.50,8.70,14,5809,2019 Jun 21 220.00 (AAPL1921R220-A),37.40,+7.60,37.25,39.20,6,3129,
2019 Jun 21 220.00 (AAPL1921F220-B),6.66,-1.30,4.10,8.75,40,5809,2019 Jun 21 220.00 (AAPL1921R220-B),32.00,0.0,35.20,39.55, ,3129,
2019 Jun 21 220.00 (AAPL1921F220-E),6.42,-1.40,1.60,7.80,96,5809,2019 Jun 21 220.00 (AAPL1921R220-E),36.83,+5.13,32.55,41.65,1,3129,
2019 Jun 21 220.00 (AAPL1921F220-I),6.45,-1.95,6.00,7.80,18,5809,2019 Jun 21 220.00 (AAPL1921R220-I),24.45,0.0,34.50,40.50,0,3129,
2019 Jun 21 220.00 (AAPL1921F220-J),20.75,0.0,3.95,8.95, ,5809,2019 Jun 21 220.00 (AAPL1921R220-J),16.05,0.0,34.55,39.55, ,3129,
2019 Jun 21 220.00 (AAPL1921F220-K),17.00,0.0,3.95,8.95, ,5809,2019 Jun 21 220.00 (AAPL1921R220-K),31.70,+1.90,34.55,39.55,1,3129,
2019 Jun 21 220.00 (AAPL1921F220-O),6.70,-1.50,5.00,8.80,27,5809,2019 Jun 21 220.00 (AAPL1921R220-O),33.13,+2.45,35.05,39.55,1,3129,
2019 Jun 21 220.00 (AAPL1921F220-OG),6.60,-1.30,3.95,8.20,9,5809,2019 Jun 21 220.00 (AAPL1921R220-OG),31.60,0.0,34.55,38.90,0,3129,
2019 Jun 21 220.00 (AAPL1921F220-P),6.70,-1.15,6.15,6.45,7,5809,2019 Jun 21 220.00 (AAPL1921R220-P),31.85,-1.35,37.25,37.80,1,3129,
2019 Jun 21 220.00 (AAPL1921F220-S),6.30,-1.70,4.20,8.60,1,5809,2019 Jun 21 220.00 (AAPL1921R220-S),33.80,0.0,35.05,39.55, ,3129,
2019 Jun 21 220.00 (AAPL1921F220-X),6.50,-1.31,5.75,8.80,49,5809,2019 Jun 21 220.00 (AAPL1921R220-X),29.80,0.0,35.05,39.55, ,3129,
2019 Jun 21 220.00 (AAPL1921F220-Y),6.90,-4.85,1.70,10.95,1,5809,2019 Jun 21 220.00 (AAPL1921R220-Y),29.80,0.0,34.50,41.30,0,3129,
2019 Jun 21 225.00 (AAPL1921F225),5.35,-1.24,5.25,5.40,302,5121,2019 Jun 21 225.00 (AAPL1921R225),39.95,+3.95,41.25,41.90,4,1878,
2019 Jun 21 225.00 (AAPL1921F225-3),5.44,-1.96,4.95,8.05,9,5121,2019 Jun 21 225.00 (AAPL1921R225-3),36.00,0.0,38.40,44.40,0,1878,
2019 Jun 21 225.00 (AAPL1921F225-4),5.40,-1.71,3.45,6.75,21,5121,2019 Jun 21 225.00 (AAPL1921R225-4),41.15,+9.31,39.20,43.25,1,1878,
2019 Jun 21 225.00 (AAPL1921F225-8),5.20,-2.10,2.93,7.45,7,5121,2019 Jun 21 225.00 (AAPL1921R225-8),33.75,0.0,39.45,44.00, ,1878,
2019 Jun 21 225.00 (AAPL1921F225-A),5.39,-2.21,4.30,6.55,17,5121,2019 Jun 21 225.00 (AAPL1921R225-A),36.00,0.0,41.25,41.90,0,1878,
2019 Jun 21 225.00 (AAPL1921F225-B),5.40,-1.25,3.05,7.55,33,5121,2019 Jun 21 225.00 (AAPL1921R225-B),36.00,0.0,39.20,43.80, ,1878,
2019 Jun 21 225.00 (AAPL1921F225-E),5.45,-1.30,3.45,6.75,26,5121,2019 Jun 21 225.00 (AAPL1921R225-E),40.82,+12.75,36.60,45.60,1,1878,
2019 Jun 21 225.00 (AAPL1921F225-I),5.40,-2.10,5.25,7.90,69,5121,2019 Jun 21 225.00 (AAPL1921R225-I),39.95,+10.95,38.40,44.40,2,1878,
2019 Jun 21 225.00 (AAPL1921F225-J),19.35,0.0,2.93,7.90, ,5121,2019 Jun 21 225.00 (AAPL1921R225-J),17.25,0.0,39.20,44.20, ,1878,
2019 Jun 21 225.00 (AAPL1921F225-K),16.45,0.0,2.93,7.90, ,5121,2019 Jun 21 225.00 (AAPL1921R225-K),17.25,0.0,39.20,44.20, ,1878,
2019 Jun 21 225.00 (AAPL1921F225-O),5.65,-1.00,5.20,7.75,17,5121,2019 Jun 21 225.00 (AAPL1921R225-O),31.80,0.0,39.20,43.70, ,1878,
2019 Jun 21 225.00 (AAPL1921F225-OG),5.35,-1.95,2.93,7.65,12,5121,2019 Jun 21 225.00 (AAPL1921R225-OG),36.00,0.0,39.20,43.05,0,1878,
2019 Jun 21 225.00 (AAPL1921F225-P),5.65,-1.20,5.05,5.40,58,5121,2019 Jun 21 225.00 (AAPL1921R225-P),34.65,0.0,39.30,41.90,0,1878,
2019 Jun 21 225.00 (AAPL1921F225-S),5.60,-1.05,5.25,6.85,2,5121,2019 Jun 21 225.00 (AAPL1921R225-S),20.00,0.0,39.20,43.85, ,1878,
2019 Jun 21 225.00 (AAPL1921F225-X),5.60,-0.99,2.93,7.75,26,5121,2019 Jun 21 225.00 (AAPL1921R225-X),29.09,0.0,39.20,44.00, ,1878,
2019 Jun 21 225.00 (AAPL1921F225-Y),5.52,-6.03,4.95,10.30,5,5121,2019 Jun 21 225.00 (AAPL1921R225-Y),21.75,0.0,38.40,44.40,0,1878,
2019 Jun 21 230.00 (AAPL1921F230),4.42,-1.23,4.30,4.55,4416,5520,2019 Jun 21 230.00 (AAPL1921R230),45.55,+7.49,43.50,46.10,314,1168,
2019 Jun 21 230.00 (AAPL1921F230-3),4.54,-1.53,2.15,7.15,501,5520,2019 Jun 21 230.00 (AAPL1921R230-3),29.32,0.0,40.60,50.60,0,1168,
2019 Jun 21 230.00 (AAPL1921F230-4),4.42,-1.23,2.66,5.85,29,5520,2019 Jun 21 230.00 (AAPL1921R230-4),23.65,0.0,43.00,47.50,0,1168,
2019 Jun 21 230.00 (AAPL1921F230-8),4.40,-2.00,2.45,6.90,748,5520,2019 Jun 21 230.00 (AAPL1921R230-8),31.43,0.0,43.50,47.35, ,1168,
2019 Jun 21 230.00 (AAPL1921F230-A),4.65,-1.45,4.30,4.55,35,5520,2019 Jun 21 230.00 (AAPL1921R230-A),45.55,+14.55,43.50,46.10,3,1168,
2019 Jun 21 230.00 (AAPL1921F230-B),4.63,-1.38,2.20,7.00,7,5520,2019 Jun 21 230.00 (AAPL1921R230-B),35.70,0.0,43.50,47.55, ,1168,
2019 Jun 21 230.00 (AAPL1921F230-E),4.51,-1.32,2.66,5.85,738,5520,2019 Jun 21 230.00 (AAPL1921R230-E),45.28,+7.22,40.75,49.75,11,1168,
2019 Jun 21 230.00 (AAPL1921F230-I),4.75,-0.90,4.30,4.60,53,5520,2019 Jun 21 230.00 (AAPL1921R230-I),43.50,+11.50,42.00,49.00,300,1168,
2019 Jun 21 230.00 (AAPL1921F230-J),15.35,0.0,2.03,7.00, ,5520,2019 Jun 21 230.00 (AAPL1921R230-J),16.45,0.0,43.00,48.00, ,1168,
2019 Jun 21 230.00 (AAPL1921F230-K),16.75,0.0,2.03,7.00, ,5520,2019 Jun 21 230.00 (AAPL1921R230-K),0.0,0.0,43.00,48.00, ,1168,
2019 Jun 21 230.00 (AAPL1921F230-O),4.50,-1.15,3.00,6.90,455,5520,2019 Jun 21 230.00 (AAPL1921R230-O),33.15,0.0,43.25,47.30, ,1168,
2019 Jun 21 230.00 (AAPL1921F230-OG),4.50,-1.35,2.03,6.85,47,5520,2019 Jun 21 230.00 (AAPL1921R230-OG),33.10,0.0,43.20,48.00,0,1168,
2019 Jun 21 230.00 (AAPL1921F230-P),4.60,-1.50,4.30,4.55,349,5520,2019 Jun 21 230.00 (AAPL1921R230-P),36.85,0.0,43.50,47.35,0,1168,
2019 Jun 21 230.00 (AAPL1921F230-S),4.60,-1.00,4.30,4.60,59,5520,2019 Jun 21 230.00 (AAPL1921R230-S),33.60,0.0,43.30,47.35, ,1168,
2019 Jun 21 230.00 (AAPL1921F230-X),4.55,-1.49,4.30,6.95,1167,5520,2019 Jun 21 230.00 (AAPL1921R230-X),34.91,0.0,43.00,47.20, ,1168,
2019 Jun 21 230.00 (AAPL1921F230-Y),4.54,-4.96,4.30,4.55,228,5520,2019 Jun 21 230.00 (AAPL1921R230-Y),30.25,0.0,42.00,49.00,0,1168,
2019 Jun 21 235.00 (AAPL1921F235),3.96,-0.79,3.60,3.85,136,3028,2019 Jun 21 235.00 (AAPL1921R235),49.16,+3.86,49.75,50.45,133,999,
2019 Jun 21 235.00 (AAPL1921F235-3),5.45,0.0,3.30,7.05,0,3028,2019 Jun 21 235.00 (AAPL1921R235-3),35.69,0.0,44.90,54.90,0,999,
2019 Jun 21 235.00 (AAPL1921F235-4),3.90,-0.85,2.05,6.05,24,3028,2019 Jun 21 235.00 (AAPL1921R235-4),32.53,0.0,48.35,52.40,0,999,
2019 Jun 21 235.00 (AAPL1921F235-8),5.65,0.0,1.40,6.20, ,3028,2019 Jun 21 235.00 (AAPL1921R235-8),49.03,+13.31,48.05,52.60,2,999,
2019 Jun 21 235.00 (AAPL1921F235-A),3.96,-0.74,3.60,6.10,11,3028,2019 Jun 21 235.00 (AAPL1921R235-A),49.25,+14.05,49.75,50.45,104,999,
2019 Jun 21 235.00 (AAPL1921F235-B),4.92,0.0,2.05,6.00, ,3028,2019 Jun 21 235.00 (AAPL1921R235-B),30.45,0.0,48.35,52.45, ,999,
2019 Jun 21 235.00 (AAPL1921F235-E),3.95,-1.50,2.01,9.45,48,3028,2019 Jun 21 235.00 (AAPL1921R235-E),49.00,+14.56,45.10,54.05,13,999,
2019 Jun 21 235.00 (AAPL1921F235-I),3.90,-0.85,3.60,3.85,8,3028,2019 Jun 21 235.00 (AAPL1921R235-I),42.00,0.0,46.00,54.00,0,999,
2019 Jun 21 235.00 (AAPL1921F235-J),6.85,0.0,1.28,6.25, ,3028,2019 Jun 21 235.00 (AAPL1921R235-J),0.0,0.0,47.75,52.75, ,999,
2019 Jun 21 235.00 (AAPL1921F235-K),4.05,0.0,1.28,6.25, ,3028,2019 Jun 21 235.00 (AAPL1921R235-K),0.0,0.0,47.75,52.75, ,999,
2019 Jun 21 235.00 (AAPL1921F235-O),3.80,-1.20,1.30,6.20,21,3028,2019 Jun 21 235.00 (AAPL1921R235-O),28.00,0.0,48.35,52.25, ,999,
2019 Jun 21 235.00 (AAPL1921F235-OG),4.00,-0.75,3.60,3.85,13,3028,2019 Jun 21 235.00 (AAPL1921R235-OG),42.40,0.0,47.75,52.15,0,999,
2019 Jun 21 235.00 (AAPL1921F235-P),3.85,-1.50,3.55,3.85,5,3028,2019 Jun 21 235.00 (AAPL1921R235-P),48.98,+14.33,48.10,52.20,6,999,
2019 Jun 21 235.00 (AAPL1921F235-S),3.85,-1.30,3.60,3.85,3,3028,2019 Jun 21 235.00 (AAPL1921R235-S),32.20,0.0,48.35,52.25, ,999,
2019 Jun 21 235.00 (AAPL1921F235-X),4.10,-1.35,1.28,5.05,3,3028,2019 Jun 21 235.00 (AAPL1921R235-X),49.16,+3.86,48.35,52.20,8,999,
2019 Jun 21 235.00 (AAPL1921F235-Y),7.25,0.0,3.60,3.85,0,3028,2019 Jun 21 235.00 (AAPL1921R235-Y),19.00,0.0,46.00,54.00,0,999,
2019 Jun 21 240.00 (AAPL1921F240),3.08,-0.92,3.05,3.20,1533,9061,2019 Jun 21 240.00 (AAPL1921R240),54.39,+4.84,52.20,54.90,14,770,
2019 Jun 21 240.00 (AAPL1921F240-3),3.74,-0.49,0.35,5.00,15,9061,2019 Jun 21 240.00 (AAPL1921R240-3),38.41,0.0,49.40,59.40,0,770,
2019 Jun 21 240.00 (AAPL1921F240-4),3.10,-0.90,0.68,5.00,429,9061,2019 Jun 21 240.00 (AAPL1921R240-4),28.05,0.0,51.90,56.15,0,770,
2019 Jun 21 240.00 (AAPL1921F240-8),3.08,-1.27,3.00,5.60,502,9061,2019 Jun 21 240.00 (AAPL1921R240-8),51.14,+20.87,52.20,54.90,10,770,
2019 Jun 21 240.00 (AAPL1921F240-A),3.20,-1.10,3.00,3.80,7,9061,2019 Jun 21 240.00 (AAPL1921R240-A),54.39,+21.79,52.05,56.05,3,770,
2019 Jun 21 240.00 (AAPL1921F240-B),3.15,-1.15,0.68,5.00,10,9061,2019 Jun 21 240.00 (AAPL1921R240-B),32.80,0.0,52.20,56.15, ,770,
2019 Jun 21 240.00 (AAPL1921F240-E),3.14,-0.78,0.0,10.00,354,9061,2019 Jun 21 240.00 (AAPL1921R240-E),37.21,0.0,49.65,58.45, ,770,
2019 Jun 21 240.00 (AAPL1921F240-I),3.20,-0.85,3.00,3.25,29,9061,2019 Jun 21 240.00 (AAPL1921R240-I),39.00,0.0,51.00,58.00,0,770,
2019 Jun 21 240.00 (AAPL1921F240-J),3.70,-2.37,0.68,5.65,3,9061,2019 Jun 21 240.00 (AAPL1921R240-J),0.0,0.0,51.85,56.85, ,770,
2019 Jun 21 240.00 (AAPL1921F240-K),10.25,0.0,0.68,5.65, ,9061,2019 Jun 21 240.00 (AAPL1921R240-K),24.15,0.0,51.85,56.85, ,770,
2019 Jun 21 240.00 (AAPL1921F240-O),3.05,-1.30,0.70,5.00,61,9061,2019 Jun 21 240.00 (AAPL1921R240-O),52.75,+23.35,51.95,56.10,1,770,
2019 Jun 21 240.00 (AAPL1921F240-OG),3.30,-1.05,3.00,3.25,6,9061,2019 Jun 21 240.00 (AAPL1921R240-OG),33.50,0.0,51.85,56.60,0,770,
2019 Jun 21 240.00 (AAPL1921F240-P),3.55,-0.60,3.05,3.20,4,9061,2019 Jun 21 240.00 (AAPL1921R240-P),38.40,0.0,52.10,56.15,0,770,
2019 Jun 21 240.00 (AAPL1921F240-S),3.05,-1.20,3.00,3.25,69,9061,2019 Jun 21 240.00 (AAPL1921R240-S),34.70,0.0,52.05,56.15, ,770,
2019 Jun 21 240.00 (AAPL1921F240-X),3.70,-0.65,0.68,5.50,12,9061,2019 Jun 21 240.00 (AAPL1921R240-X),49.55,0.0,52.00,56.15, ,770,
2019 Jun 21 240.00 (AAPL1921F240-Y),3.05,-1.20,3.00,3.25,32,9061,2019 Jun 21 240.00 (AAPL1921R240-Y),24.15,0.0,51.00,58.00,0,770,
2019 Jun 21 245.00 (AAPL1921F245),2.79,-0.66,2.53,2.67,150,4314,2019 Jun 21 245.00 (AAPL1921R245),50.22,0.0,57.20,60.80,0,576,
2019 Jun 21 245.00 (AAPL1921F245-3),3.42,0.0,0.25,5.00,0,4314,2019 Jun 21 245.00 (AAPL1921R245-3),29.41,0.0,53.95,63.95,0,576,
2019 Jun 21 245.00 (AAPL1921F245-4),2.74,-1.26,1.12,5.00,1,4314,2019 Jun 21 245.00 (AAPL1921R245-4),40.70,0.0,57.20,61.60,0,576,
2019 Jun 21 245.00 (AAPL1921F245-8),2.57,-3.58,0.85,5.05,1,4314,2019 Jun 21 245.00 (AAPL1921R245-8),27.42,0.0,56.60,61.45, ,576,
2019 Jun 21 245.00 (AAPL1921F245-A),3.65,0.0,1.12,5.00,0,4314,2019 Jun 21 245.00 (AAPL1921R245-A),24.30,0.0,56.70,60.85,0,576,
2019 Jun 21 245.00 (AAPL1921F245-B),3.39,-0.46,0.30,5.00,3,4314,2019 Jun 21 245.00 (AAPL1921R245-B),33.60,0.0,56.80,61.50, ,576,
2019 Jun 21 245.00 (AAPL1921F245-E),2.69,-0.96,1.12,10.00,67,4314,2019 Jun 21 245.00 (AAPL1921R245-E),36.33,0.0,54.20,63.00, ,576,
2019 Jun 21 245.00 (AAPL1921F245-I),2.69,-0.76,0.15,5.00,47,4314,2019 Jun 21 245.00 (AAPL1921R245-I),33.59,0.0,55.00,63.00,0,576,
2019 Jun 21 245.00 (AAPL1921F245-J),5.00,0.0,0.18,5.15, ,4314,2019 Jun 21 245.00 (AAPL1921R245-J),0.0,0.0,56.60,61.60, ,576,
2019 Jun 21 245.00 (AAPL1921F245-K),8.60,0.0,0.18,5.15, ,4314,2019 Jun 21 245.00 (AAPL1921R245-K),0.0,0.0,56.60,61.60, ,576,
2019 Jun 21 245.00 (AAPL1921F245-O),2.77,-0.88,0.20,5.05,7,4314,2019 Jun 21 245.00 (AAPL1921R245-O),33.30,0.0,56.60,61.15, ,576,
2019 Jun 21 245.00 (AAPL1921F245-OG),2.68,-0.97,0.18,5.00,4,4314,2019 Jun 21 245.00 (AAPL1921R245-OG),37.00,0.0,57.20,60.80,0,576,
2019 Jun 21 245.00 (AAPL1921F245-P),2.69,-0.96,2.53,2.67,18,4314,2019 Jun 21 245.00 (AAPL1921R245-P),34.45,0.0,56.90,61.40,0,576,
2019 Jun 21 245.00 (AAPL1921F245-S),3.60,0.0,0.18,5.00, ,4314,2019 Jun 21 245.00 (AAPL1921R245-S),30.25,0.0,56.60,60.85, ,576,
2019 Jun 21 245.00 (AAPL1921F245-X),2.79,-0.71,0.30,5.00,2,4314,2019 Jun 21 245.00 (AAPL1921R245-X),50.22,0.0,57.00,60.80, ,576,
2019 Jun 21 245.00 (AAPL1921F245-Y),5.10,0.0,0.15,5.00,0,4314,2019 Jun 21 245.00 (AAPL1921R245-Y),0.0,0.0,55.00,63.00,0,576,
